,logFC,logCPM,PValue,FDR
PA4112,-2.33137607260509,6.61129575289804,7.34979340531357e-16,8.44779897881994e-15
PA4345,-2.63122229853838,5.90560019021204,7.7811847688088e-16,8.92556911460532e-15
PA0076,3.25383742731391,4.6344087166749,8.17636794580562e-16,9.35996314441215e-15
PA0235,-2.88026011961042,4.44629016223847,8.19682036766029e-16,9.36449618663484e-15
PA2477,-3.06329913724357,3.3463025560024,8.68330254447427e-16,9.90035980873994e-15
PA0897,2.34354997195136,6.87690757812519,1.07205543446882e-15,1.21986588314909e-14
PA2448,-2.41089783122222,5.09652715270277,1.10532495285007e-15,1.25520701645653e-14
PA2384,-4.19856860862311,4.85278541872339,1.21496181426381e-15,1.37695672283231e-14
PA0521,-4.31846891278834,4.9436373740116,1.23317820423902e-15,1.39481789714525e-14
PA3426,-2.63961932087863,4.79785479398309,1.32338879317647e-15,1.49387705122386e-14
PA1112,-2.32522908743386,5.64294725154357,1.34813602748849e-15,1.51879292938089e-14
PA4246,2.49460140472718,10.2323189641687,1.41882320560666e-15,1.59526300226428e-14
PA1118,-2.48026693075132,5.51004731575799,1.43686385576141e-15,1.61235434249274e-14
PA3080,-2.45522163246226,6.95832094747932,1.44254085129373e-15,1.61553194351988e-14
PA5312,-2.28996893098653,9.30204791533644,1.53814688612583e-15,1.71583458141896e-14
PA0896,2.18552237318961,7.12533117367408,1.59134009183044e-15,1.77169196890455e-14
PA1070,2.22150627826852,6.31403095110364,1.59587813929299e-15,1.77326733364102e-14
PA4239,2.44968715307074,9.45837000231099,1.62428790353604e-15,1.80130990552298e-14
PA1408,-2.35645386145816,4.94393338565614,1.75193959630063e-15,1.93908636019396e-14
PA0964,2.73711335225453,8.94588509609174,1.76359439643311e-15,1.94818851808311e-14
PA0891,2.42018247631868,6.43427294612319,1.86950298592347e-15,2.06117241826669e-14
PA2026,2.6488999788333,5.95175100095606,2.11311009643209e-15,2.32074257786101e-14
PA1271,2.24857972943843,5.69063016434547,2.37808434099016e-15,2.60406374583437e-14
PA4244,2.46345795838794,10.056180201697,2.42299891441945e-15,2.64572843001416e-14
PA2321,2.60038235158467,6.45200492193884,2.4792203170867e-15,2.70192187340082e-14
PA1260,-4.36287924899892,5.00387023613946,2.4882301165496e-15,2.70654609229285e-14
PA5436,2.6576378910112,8.18556263170787,2.90681126321547e-15,3.15580771559033e-14
PA0201,2.90374364071706,5.1234499729774,3.19493508082247e-15,3.46199263147137e-14
PA2699,-2.92881691455394,3.63275372288546,3.29943836587892e-15,3.56842115075438e-14
PA5445,2.89317597031148,7.9908878482109,3.44112916306675e-15,3.71458771632947e-14
PA4305,-2.5434297990259,3.75662720404739,3.68571296525183e-15,3.9710584851423e-14
PA2760,2.4915683833332,10.1144581889252,4.60587099190283e-15,4.94369290964542e-14
PA3553,2.43255609272266,4.0157944952439,4.61900287420181e-15,4.94843364522979e-14
PA0041a,3.61629632418347,4.26747946492763,4.7621511713395e-15,5.09218349357169e-14
PA3278,3.45333558092775,5.94078590166891,4.92522526510789e-15,5.25665959685763e-14
PA4650,-2.51151753424086,3.05928542576945,5.32194115480898e-15,5.66941498630495e-14
PA3325,-2.38545734172398,4.78873315012311,5.81846249988583e-15,6.18674720493478e-14
PA1617,-2.56597903478451,6.93666489132901,6.03183459627912e-15,6.40163679208838e-14
PA2416,-2.85030630827089,4.11702877416283,6.51275006677179e-15,6.89914083565862e-14
PA1900,-5.12024569673833,4.77026665632198,7.56559822387328e-15,7.98465924073466e-14
PA0214,-3.55131004220948,4.42891646400466,7.60736669143593e-15,8.01384565379837e-14
PA1417,2.92904375564144,3.90660958566278,7.99476044809897e-15,8.40634256005665e-14
PA0411,2.45046445565456,8.32265658081416,8.67148923615536e-15,9.10105654027544e-14
PA4247,2.27631187809007,9.21852763864201,8.82001827511203e-15,9.23986416348452e-14
PA3899,-3.39832421256324,3.87106547493449,1.00657790079961e-14,1.05255051947333e-13
PA3820,2.38939370964507,7.88171971284413,1.02620336625641e-14,1.07109976353013e-13
PA1905,-4.21730629000827,4.94568517091593,1.03376896391904e-14,1.0770165462628e-13
PA0041,2.18482973632505,6.67941800867608,1.09585254090083e-14,1.13960636029944e-13
PA2031,-3.13513806182743,3.27905251022678,1.15343937185885e-14,1.19729958928968e-13
PA4675,2.11692689094089,6.35340047673223,1.19459993703934e-14,1.23776248950901e-13
PA3819,-2.19796081272375,8.91024846245414,1.20916871276471e-14,1.25057558307432e-13
PA1872,-2.19816487342582,5.78488081432494,1.51329735564755e-14,1.56227316097578e-13
PA0483,-2.2258068277083,5.64992070363582,1.58099387230161e-14,1.62919840416126e-13
PA0177,-2.84334219060389,3.21276032400307,1.67092673220938e-14,1.71564592865911e-13
PA3740,-2.33178271297874,4.96737200585707,1.70219042451968e-14,1.74459155783804e-13
PA4261,2.33805424325941,7.04910505218838,1.72097571759607e-14,1.76066668910099e-13
PA5201,2.05097616518585,7.56290615049057,1.76010437530027e-14,1.79745910844513e-13
PA1736,-2.22297730542161,5.16077800477305,1.80262051545807e-14,1.83757258290322e-13
PA5509,2.19663922823342,5.60367424388565,1.84673187556398e-14,1.87916551782298e-13
PA3326,-2.4854167608465,8.59606406936514,1.86448173392971e-14,1.8938331458413e-13
PA5531,-2.86131352392696,7.04726915495406,1.96060557751219e-14,1.98791401234183e-13
PA4934,2.3614141303194,8.99706469795178,2.10251524048631e-14,2.12800027370432e-13
PA3560,2.95302899328893,4.84861033880312,2.18379392443563e-14,2.20591745106961e-13
PA2376,-2.45882482526769,3.9643953342774,2.18726932890488e-14,2.20591745106961e-13
PA1912,-3.77861609856316,3.44684135725179,2.2221757916804e-14,2.23714789807825e-13
PA2397,-2.6709798441754,5.55806761760119,2.33098508124183e-14,2.34253686571524e-13
PA3192,2.58353744922448,6.00604579654966,2.34263850660201e-14,2.35008859372548e-13
PA5460,-4.38622543090324,5.81861626286823,2.3875175805128e-14,2.39088621201969e-13
PA5025,2.45176157205478,6.44421573636353,2.64907792888556e-14,2.64814515496694e-13
PA3041,-2.58575478932002,5.7113869718176,2.71948424748589e-14,2.71374895557556e-13
PA1804.1,-3.56621834333103,5.32016644303447,2.83178086927072e-14,2.82085118872266e-13
PA5057,-2.27397578624971,5.62971879287109,3.04153849781413e-14,3.01920552283018e-13
PA0020,2.1863267718146,7.75798551091772,3.06435902373124e-14,3.03654983189284e-13
PA4293,-2.41308910311518,4.28609976017802,3.27107937009812e-14,3.23574715390542e-13
PA2381,-4.44500085591439,7.75131443617221,3.45112237714869e-14,3.40790832303483e-13
PA2555,-2.59324274060502,7.71316829615149,3.5733552461764e-14,3.52248456385237e-13
PA2318,-2.35896041750528,4.89247880946359,3.63061929800979e-14,3.57273074074516e-13
PA1731,-2.41901800820803,3.77220634939897,3.84742784995751e-14,3.77953206437002e-13
PA0836,2.24390554310865,7.55616196173415,3.86944750848311e-14,3.79459809208412e-13
PA2938,-2.73719066429162,4.42352927012497,4.02879551533709e-14,3.94405188553172e-13
PA4935,2.4666384856555,10.0227005998204,4.04479625627454e-14,3.95290071310273e-13
PA4491,2.11286621980568,6.95309274036913,4.08553544196773e-14,3.98585399304e-13
PA2071,-2.34043103598544,6.75619917885041,4.13199014796631e-14,4.02426073072945e-13
PA3945,-2.57099203280915,6.87226071739979,4.28562496873171e-14,4.16674290624291e-13
PA3823,2.25674818049956,6.68850539830359,4.4163248689576e-14,4.28647736853696e-13
PA4913,-2.68845830361106,6.33223787830491,4.5987602011089e-14,4.4559318126103e-13
PA5231,2.06063796132134,7.83975032897362,4.76102100303848e-14,4.6052942513207e-13
PA2691,-4.15187063438848,6.67070095290058,4.88675904838497e-14,4.71888059128059e-13
PA4159,-4.28916730082698,3.91258420217317,4.96648424782412e-14,4.78772454314862e-13
PA0038,-2.09288041622956,6.27347789518927,5.08435914613478e-14,4.89304936131412e-13
PA0898,2.1719419422819,6.7329856590317,5.57083045494267e-14,5.35214472473173e-13
PA0752,-2.45676543115672,4.30465507876173,5.62466161001302e-14,5.39473456446857e-13
PA4252,2.50966892331778,8.62589389628284,5.74343486758523e-14,5.49936309918194e-13
PA0484,-2.86933254437695,6.10499329495055,6.37593427145829e-14,6.08446299047734e-13
PA4490,2.13537638133396,4.68300914013004,7.29678222463414e-14,6.95153179051555e-13
PA2393,-4.58286997844928,5.21548115885518,7.56189818640907e-14,7.19203649956963e-13
PA3892,2.3377724128478,3.24441538386461,8.19174317102373e-14,7.77804644231985e-13
PA2920,-2.60288759259346,5.23210754252633,9.27221200331763e-14,8.78925204588273e-13
PA4151,-3.43382218238562,3.70273131253696,1.01482797253027e-13,9.6036553800448e-13
PA3906,2.39914671258666,3.84779898797624,1.0418819279137e-13,9.8432705269451e-13
PA1555,2.89654559200048,8.06558688290757,1.21441085848564e-13,1.14541941104344e-12
PA3476,-2.4347372881693,8.59567487581137,1.22546164878912e-13,1.1539255790754e-12
PA3692,-2.64223827653825,8.42612435762067,1.23717592539708e-13,1.16302730205374e-12
PA3568,-2.80194706225802,5.70067871966237,1.32906219839476e-13,1.24528303011311e-12
PA2065,-2.37025102923058,3.31107882010503,1.34571047710431e-13,1.25880462751208e-12
PA0082,2.20295561545108,6.20041290031591,1.47166780999924e-13,1.37210670364133e-12
PA4507,-2.72761526034076,6.99306652415329,1.6180276487291e-13,1.50609196548915e-12
PA0563,2.73605208916672,6.3934356010194,1.63591575571e-13,1.52025035366962e-12
PA0754,-2.30746775859399,5.27193120237605,1.65956336418226e-13,1.53970601010243e-12
PA1552.1,2.36338317395275,5.87478263061662,1.72812717845285e-13,1.60070246643643e-12
PA0229,-3.09158823660315,4.97633090686131,1.74575665492751e-13,1.61439841802579e-12
PA4640,1.97118772652828,7.99312396189381,1.85921466919794e-13,1.71095962588426e-12
PA4216,-3.84498628428799,4.77989072569638,2.02906609144131e-13,1.86424551249252e-12
PA4432,2.47474928923488,9.46009430545636,2.13552382973449e-13,1.95572650084394e-12
PA4141,-5.79054912862589,9.66442634419831,2.15355142380986e-13,1.96906038396013e-12
PA2893,-2.3345124427638,5.18112810126506,2.27948500247502e-13,2.08085463730758e-12
PA5139,2.66905943980353,4.58186889315234,2.3043611014163e-13,2.10018657044009e-12
PA4041,-2.50676372973907,4.10137302791015,2.37357213266697e-13,2.15979848866716e-12
PA5015,2.2270379989873,10.2175641550302,2.43166677139676e-13,2.20559168178767e-12
PA4781,-2.12494115594217,5.59556566302469,2.45636614270148e-13,2.22444130115774e-12
PA0890,2.54570039546924,5.29951624826542,2.91672832991231e-13,2.63713112376467e-12
PA1353,-2.93208918542723,3.05221632452503,3.2086939830126e-13,2.89649673061138e-12
PA0543,-2.24287116636506,3.93085907437697,3.22809952563861e-13,2.90938874707556e-12
PA4237,2.10290531926495,9.46061983663611,3.27109207745739e-13,2.94346447160112e-12
PA0545,2.41043116202718,6.44775455465349,3.42380826678984e-13,3.0760100219672e-12
PA3610,2.20681208216875,3.52455258338714,3.45948012505037e-13,3.10314820695672e-12
PA3544,-3.09163321513527,3.53756854481383,3.50354342399947e-13,3.13771601915915e-12
PA4271,2.82091079404368,9.93898625462182,3.69285677692654e-13,3.3020536660455e-12
PA1737,-2.31061988113415,5.63205197942891,3.77319986424255e-13,3.36858943854862e-12
PA4620,2.73850233429281,3.2513536705942,3.96772260646504e-13,3.53669214434985e-12
PA1932,-2.49495018942584,3.59857592972429,4.12797845575907e-13,3.66802217086072e-12
PA5192,2.15518144893747,8.90623460612631,4.80304391308547e-13,4.26120052164051e-12
PA1274,2.6082443549664,3.18352450928722,5.24127257734444e-13,4.64273723777874e-12
PA4874,-2.04736733649523,7.13000539780185,5.32517732453462e-13,4.70971290478311e-12
PA3623,-3.09127908576026,9.83468941206385,5.39819552074385e-13,4.76686689996635e-12
PA0879,-2.31443937222233,3.58365439932547,6.15979768186902e-13,5.43095205553607e-12
PA2373,-2.75357543149504,5.29410542763608,6.25795002370398e-13,5.50893647047926e-12
PA4251,2.58069714322747,9.90614649704473,6.5519183445554e-13,5.74989062757118e-12
PA4438,2.78122061409493,6.3293377928567,6.7409868584972e-13,5.89991172764401e-12
PA2453,3.24035949892802,4.82412202208676,7.25958798421526e-13,6.3415293191345e-12
PA3556,2.1126559884021,3.28786301636294,7.36157486125255e-13,6.42074071615852e-12
PA4665,1.94219370489322,6.40901079626581,7.39425749762966e-13,6.43935491894804e-12
PA1723,2.3836434583173,3.86264927099841,8.06317142021457e-13,7.01113129004263e-12
PA2363,-2.12722114154105,4.91005699272682,8.67175415296275e-13,7.52877982882607e-12
PA3445,2.62536505512244,3.78242918253244,8.83690371820895e-13,7.6604487499222e-12
PA3887,2.10832322767273,5.8714292525883,9.47213403018128e-13,8.19859405844045e-12
PA0093,2.22756623482402,4.78850430071279,9.83480133464777e-13,8.49954368008067e-12
PA2097,-2.53631001901722,4.06761262157576,1.02724289572107e-12,8.86426316398821e-12
PA3042,-2.54119279758278,4.18126344461417,1.12895217999981e-12,9.71240981521051e-12
PA0216,-3.2196395766623,5.03431397905305,1.13563215529287e-12,9.75122628025558e-12
PA4274,2.2186292212862,9.48232067626208,1.1368988724074e-12,9.75122628025558e-12
PA2175,-3.09278537637517,3.49869420312132,1.14926984104304e-12,9.84246479252242e-12
PA2774,2.17159364263972,4.59012253633287,1.17446555628774e-12,1.00430955250027e-11
PA0804,-2.00000989720539,5.20556306398076,1.24935604371924e-12,1.06674340093802e-11
PA0172,2.34544334616721,5.03198352454582,1.26097627675481e-12,1.07504854345553e-11
PA4319,2.15785814536075,4.40345303600054,1.34210162717158e-12,1.14249670750828e-11
